signal_id	review_state	first_pass_verdict	candidate_role	review_reason	claim_ceiling	next_action	reviewed_at_utc	review_priority	shards	queries	source_path	source_line	snippet_hash	snippet	queue_reason
LIMEN-SIGNAL-4B469427D6E00256	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_13_SOURCE_REFRESH.csv	49	sha256:15895cf44352599bc1d28da176f7492471e32da6178a650093ccd16dc19229d6	"HR,Croatia,I05,Središnji katalog službenih dokumenata RH,Government of Croatia / central official documents catalogue,https://sredisnjikatalogrh.gov.hr/,2026-05-31,official public document catalogue,weak-context,M,""Document catalogue supports general public-do"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4B5F7285C77D8C4C	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/atlas/tyche-thesis-atlas-factory/config/hermes-v02-expansion-seeds.json	5091	sha256:a3a6276213ae0f1ac590791513f371e12f2759d4394fea4bd2c9771f89c2868a	"title: ""Dutch Government Algorithm Register"","	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4B6B739C9FF037FD	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-deployed-record-accession-all-20260607.csv	86	sha256:853d68173979c37da65a39e030185f2b7934ea982a4793af8c411df5dc687da9	ALL-NL-ALG-REG-0085,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-47329629,Anonymise,https://algoritmes.overheid.nl/en/algoritme/47329629,In use,deployed_or_production_or_in_use,yes,official Dutch Algorithm Register bulk CSV row with	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4B7CA95C287D3DD6	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_10_CANDIDATE_MATRIX_DELTA.csv	9	sha256:4c4a5d23c7d0f69b069ff52143c1be3b4818131a0f7773e94a298745206faa11	af-source-hardening,AF,Afghanistan,I08,1,M,1,M,none,MCIT tender/procurement/regulation pages support general procurement publication; no AI procurement governance found.,true	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4B9C42383E4EE4A7	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/01-pallas-atlas/app/data/pallas_atlas_countries.json	5126	sha256:1de3f2064fc77f786bd58f9a044f9ca32a9d06c7bf87d1c24838072161ad6d75	"label: ""Public-sector AI procurement governance"","	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4BA87EC1C7BD8615	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	69	sha256:93b93176734cd274896f2fc481afe0ef7450e6b97910ee243d5cfca716b0b51a	2,CG,Republic of the Congo,I03,,1,L,0,L,,true,,No official sandbox instrument found in BEAC/ARPCE/government searches. Startup label withdrawal procedure is innovation governance but not regulatory sandbox evidence. Candidate downgrade is conservative pending	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4BE0FC4FF5181B32	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/registry-deployed-record-accession-all-20260607.csv	1479	sha256:fd0b719bfc27b03fbc73ca7e106bd4d74b5239322d4aae888c9d111ec10d8a20	ALL-CA-AI-REG-0064,CA-AI-REG,Government of Canada AI Register,Canada,2526-GAC-AMC-019,GAC GPT,https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b,In production,deployed_or_production_or_in_use,yes,official Canada AI Register CSV row wit	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4BE9979007AC3FF1	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/data/lanes/books-theory-latest.jsonl	175	sha256:ef1807bfed904d87e97d3d974314d2645715019a00849c0a8ce4b1c61db1e3b7	"{""already_in_main_dataset"": false, ""authors"": [""Manjeet Rege"", ""Hemachandran K""], ""category"": ""scholarly-index-result"", ""container_title"": ""Ethics and Governance of Artificial Intelligence"", ""doi"": ""10.1201/9781003629498-5"", ""domain"": ""doi.org"", ""is_referenced"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4BED5E17EFA2C5CF	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	identity-provenance	watermark	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_14_SOURCE_REFRESH.csv	354	sha256:7f92872cd8446f65d2aa6e2f43175c5fb9f3f0ed506cf43371edc28fb11ace06	"SG,Singapore,I10,National AI Strategy 2.0: Action 13,Smart Nation Singapore / Government of Singapore,https://file.go.gov.sg/nais2023.pdf,2026-05-31,official strategy PDF,supports continued framework updates and sandboxes,H,""NAIS 2.0 says Government will revie"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4BF08949E0B60E35	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	identity-provenance	C2PA	/srv/tyche/atlas/tyche-thesis-atlas-factory/results/exploitation-wave-atlas-20260605T193210Z/claim-support-digest.json	500	sha256:d748e9578894cb1986044c828251836d278c0ad14aabbd816fbda7e81cc66b42	"text: ""- Artifacts: - OK `analysis/evidence-package/ai-evidence-package-profile-v0.2.md` - OK `analysis/evidence-package/ai-evidence-package-profile-v0.2.schema.json` - URLs: - OK `https://eur-lex.europa.eu/eli/reg/2024/1689/oj` status=200 error= - OK `https"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4BF9019C23B1753C	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/registry-deployed-record-accession-all-20260607.csv	1443	sha256:d648b5d614b8f9da6d51e740aa3e12aa7db19cca34752527fd34becfeaeab0fa	ALL-CA-AI-REG-0028,CA-AI-REG,Government of Canada AI Register,Canada,2526-CSPS-EFPC-024,AI in Learner Feedback Analysis (Mentimeter),https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b,In production,deployed_or_production_or_in_use,yes,	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4BFC48090883ADE2	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_GAIA_BRIDGE_MATRIX.csv	28	sha256:b10743e79de4525706ae5f1ec540a12491948306b03459f2ac1423d760444aa8	"PG-027,india-uidai-sarvam-aadhaar-voice-fraud-assistant,UIDAI–Sarvam AI Aadhaar voice and fraud-alert services,Sarvam AI with Unique Identification Authority of India (UIDAI),""Unique Identification Authority of India (UIDAI), Government of India"",biometrics,st"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4C0199D6C3EDC617	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/09-eu-official-radar-comparison/paper/venue/bds-ai-governance-observability-anon.md	51	sha256:851f7e1ceab3c841b6e69f1a59eda15d7a055744d43f52d4846752c3d25e9aec	Coherence is the strongest feature of the official EU layer. Users can move from legal text to the Service Desk, from the Service Desk to the Compliance Checker, from the timeline to governance pages, and from AI Watch to policy-landscape material. Granularity	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4C06FA86694551C7	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/gaia/tyche-research-vault/data/eu-agent-atlas-v0.1/exports/eu-agent-atlas-v0.1.csv	55	sha256:210a375b3d275f960696ed13e5938617fb1db72362cdd4396bfa8b68e05ce81b	limburg-govchat-laica,GovChat-NL / LAICA,Province of Limburg / GovChat-NL open-source project,Province of Limburg,Netherlands,Netherlands provincial government internal workflows,EU member-state provincial authority lists an in-use government AI chat assistant	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4C15215A166B750A	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv	2874	sha256:e10a3f231e6b4c669ca26d3725ae56f5130d520deaba6d26045f548fe13cd8ca	pallas-readiness-sprint-4,BT,Bhutan,I08,Bhutan AIRA procurement finding,GovTech Agency / UNDP,https://tech.gov.bt/wp-content/uploads/2025/03/Bhutan-AIRA-Report-2024-FINAL.pdf,2026-05-30,official/partner assessment PDF,Reports that all government procurement oc	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4C22B1133B04EC25	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_13_SOURCE_REFRESH.csv	208	sha256:2837482edb2c151ed1f503dfd9bab7ef692d08ed9411a06672d861d84780669a	MK,North Macedonia,I05,Open Data Portal of the Republic of North Macedonia: Transparency Innovation and Digital Democracy,Ministry of Digital Transformation,https://mdt.gov.mk/en-GB/klucni-aktivnosti/otvoreni-podatoci,2026-05-31,official ministry page,generic	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4C3AE1323F9F0CDC	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/stratified-record-review-frame-20260608.csv	13	sha256:b4ec8d00194c6ca47b59b6d86177bec9a322dcc56c33ead6f380306d2bc4e6c7	SRF-20260608-012,ALL-NL-ALG-REG-0115,NL-ALG-REG,Algorithm Register of the Dutch government,active_register,Netherlands,NL-ALG-64726410,Microsoft 365 Copilot Chat,https://algoritmes.overheid.nl/en/algoritme/64726410,In use,mixed public administration,current/in	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4C3C2B611C9636C5	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-record-accession-candidates-all-priorities-20260607.csv	103	sha256:94b6782bd82e0539074bfd912e715c89afaa2edb671fd3fd3eaa8941990a9437	ACC-CA-012,P0,CA-AI-REG,Government of Canada AI Register,Canada,active_register,2526-AAFC-AAC-009,ProteBee - AI Analysis Tool for Evaluation,https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b#row=2526-AAFC-AAC-009,200,official Canada O	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4C40A36A839BD09C	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_9_COUNTRY_SCORE_DELTA.csv	84	sha256:ae50a9363f5feca3093757368d74474010ccbd57fd91a3e17d96b8a524f221ce	"PR,I03,0,L,0,M,""Keep zero but raise confidence: official-source searches and reviewed PRITS/Senate/PR.gov materials found AI circulars and bills but no operational AI regulatory sandbox, regulatory sandbox, or caja de arena source."",TRUE,pr-source-hardening"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4C440B5C1372183B	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_COUNTRY_PROFILES.md	1652	sha256:fc3846099094c996dfd37c8b2657c9972d6507bcdf4d23a888539c55d838b8ab	- Source examples: I01: HOTARARE 832 11/07/2024 - approval of National Artificial Intelligence Strategy 2024-2027 (Portal Legislativ / Government of Romania) | I01;I02: Parliamentary draft bill PDF 25L140FG concerning AI Act competent authorities (Senate of Ro	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4C47AD00AC9DF44A	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_GRAND_PROGRAM_RESULTS.md	2324	sha256:525e4ee53e0e69b042f4e912e232f3e1de52bf67d620876891ef417912d065a7	PALLAS supports a broad but bounded claim: public AI governance is an evidence supply chain. Legal texts, AI strategies, regulator webpages, sandboxes, standards channels, trust-service registers, cyber authorities, procurement rules, open-data portals, public	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4C579E79319F95E8	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/hypothesis-lab/pallas-confidence-burden-typology-v0.1.json	5989	sha256:dd6f6c6d6a58e30cd52dbf12ac55126f84ff73124cbff698733ec18bb98926d9	"summary: ""First-pass profile finds emerging official AI strategy/legal-framework activity led around the Ministry of Communications, operational standards participation through ISO correspondent membership, and partial digital-government/e-document/procureme"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4C6140763DDAA488	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/atlas/tyche-thesis-atlas-factory/snapshots/v0.2.2-paper-grade-20260604T114556Z/analysis/verification/p0-source-packs/p0-verification-source-packs-v0.2.jsonl	15	sha256:5c3d3a48c03afe023ac5906719ae9eb926cf2c44288f17bbbb1cb1d9967ec059	"{""bytes_read"": 88050, ""content_type"": ""text/html; charset=UTF-8"", ""elapsed_seconds"": 0.05, ""final_url"": ""https://digital-strategy.ec.europa.eu/en/policies/regulatory-framework-ai"", ""generated_at"": ""2026-06-04T11:48:05Z"", ""raw_text_path"": ""/home/anton/projects/"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4C7E12FE7A1909E8	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/results/world-readiness-overview/standards-pki-digital-id-exception-cohort.json	1909	sha256:209decdf6e83fb4d94fb0da69780d6d1e971aa37c220a7321c50360615bff1e8	"summary: ""First-pass public-source profile shows partial digital-government cyber identity standards and statistical-data infrastructure but little public evidence of AI-specific legal implementation regulator assignment sandbox algorithm registers public-se"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4C8979C76A576CF0	first_pass_reviewed	hold_needs_human_translation	translation_sensitive_candidate	candidate appears to depend on non-English or translated public evidence	translation-safe source review only; no legal or policy conclusion from machine translation	route to translation-aware source review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	public sector AI	/srv/tyche/gaia/tyche-research-vault/submissions/gaia-preprint-package-20260607T1516EEST/daily/gaia-foreign-language-digest-latest.json	8177	sha256:b0c731b72b68c818fa18b29c1010490ee18220dcec57378d5f9ba2f6edc3f2d7	Local AI governance theme: public sector ai governance,	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4C93492A8C2841A2	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_8_SOURCE_REFRESH.csv	32	sha256:86116459ad63b83ce23608021e93b51c1fc10ed934c3cc136755424c0bbb2085	BZ,Belize,I05,Government of Belize Procurement Portal,Government of Belize Procurement Portal,https://procurement.gov.bz/,2026-05-31,official procurement portal,weak negative proxy only,L,Procurement portal is not an algorithm register. No public official algo	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4C9AB0E7C0ECCE74	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/atlas/tyche-thesis-atlas-factory/corpus/v0.2-working/gaia-agent-atlas/gaia-sourceDocuments-latest.jsonl	285	sha256:4bfb163e81e38c60a42bf2237199aad27c03dd6165a17ab113bb6c037f438c56	"{""content_hash"": ""788a4554b34093203f1e3a2d27e1b95aa32cb0c22d1cb653e0584cbd51cbd81f"", ""corpus_version"": ""v0.2-working"", ""gaia_built_at"": ""2026-06-03T02:05:15+00:00"", ""gaia_record_key"": ""https://www.canada.ca/en/government/system/digital-government/digital-gover"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4CBCF32C05CA1EC3	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-procurement-gap/results/boost/public-ai-procurement-gap-boost-004/article-a-table-appendix-mini-table-v0.1.csv	4	sha256:f928a43e352d554faa6e9d0f0312aa6d9039004f00549b17a4baff4c997e1a37	article-a-t1-03,Finland / Helsinki,Hilma + Helsinki AI Register,procurement governance-layer fields; browser-visible notice/search/statistics JSON fields; municipal register page fields,Comparator/design pair with visible procurement-route evidence and a munic	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4CC6E3D563341017	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/world-readiness-overview/country-readiness-world-matrix.json	3737	sha256:06e97b26bbcbb54f6300929a8bd5cd40d1910d7ed3442a5912fbefe670c479fc	"summary: ""First-pass FO profile shows strong digital-government and data infrastructure signals: Samleikin eID/login, Vangin services, digital-signature pages, Hagstova Statbank, geodata/map portals, and Dátueftirlitið guidance on processing records, risk, b"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4CC84858F3E04B08	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	identity-provenance	deepfake	/srv/tyche/projects/limen-ai-edge-case-atlas/results/crosswalks/legal-review-owner-load-board-v0.1.tsv	4	sha256:eebcd3daf7d9158b46aa186e50e1c41ed50c1652165a9ae51652bd929cca1c96	Lawyer/source-authority review 2 6 6 0 2 2 4 2 unesco lawyer/source-authority review court complaint/decree, regulator notice text, police/court/platform authority source, or forensics/contract record tying the public event to a legal process LQ-005; LQ-008 de	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4CC93071665E17F5	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_1_SOURCE_REFRESH.csv	79	sha256:2078fe583ff9fb0c134712c995452eeecd7a1d89009a5250fef6000cca4d886f	EH,Western Sahara,I03,National AI conference page checked for sandbox signal,Ministry of Digital Transition and Administration Reform Morocco,https://www.mmsp.gov.ma/fr/actualites/les-assises-nationales-de-lintelligence-artificielle-2025,2026-05-30,government_	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-4CCD7E0D336E515C	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/exploitation-wave-pallas-20260605T193348Z/claim-support-digest.json	5050	sha256:97bbb6ee9c98a5063565e09dc542bbd1e405c4dabc2413f253ba09b383e54126	"text: ""It does not find enacted AI-specific law, sandbox, public algorithm register, AI procurement governance, or public AI evidence-lifecycle controls.\"" TW,Taiwan,1,M,2,M,1,L,1,L,0,L,2,H,2,H,2,H,2,H,1,M,23,ai_law_status_needs_second_pass;sandbox_not_verif"	needs direct source, source-pack resolution, or translation-aware review before example promotion
