signal_id	review_state	first_pass_verdict	candidate_role	review_reason	claim_ceiling	next_action	reviewed_at_utc	review_priority	shards	queries	source_path	source_line	snippet_hash	snippet	queue_reason
LIMEN-SIGNAL-FE04F48353D289DE	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	837	sha256:c1ab9751496d0dba59655987ea82f83a94cea8c771a327838fff8463634a4359	9,KN,Saint Kitts and Nevis,I03,,0,L,0,M,,true,,NTRC and government public searches did not identify a regulatory sandbox. Evidence is negative/bounded; keep conservative zero with slightly improved confidence.,,,,kn-source-hardening,confidence_only	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FE0DC7788B155D5D	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_5_SOURCE_REFRESH.csv	131	sha256:7a8664b13619f3eed895fb89c90bc339dbc09e3a24741eec926f570d54d1c81d	FM,Federated States of Micronesia,I03,Government portal sandbox search,FSM Government,https://gov.fm/,2026-05-31,official_government_portal,negative_evidence,M,Targeted public searches for regulatory sandbox/sandbox on gov.fm and dofa.gov.fm found no AI or dig	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FE0FD4F98BD96CDB	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_3_SOURCE_PACK.csv	642	sha256:fc89de2418009a0f3ffa5ee580a68ef0973d97a3dfd545fd39541a9506ee0880	MQ,Martinique,I10,Regulation (EU) 2024/1689 laying down harmonised rules on artificial intelligence,European Union / EUR-Lex,https://eur-lex.europa.eu/eli/reg/2024/1689/oj,2026-05-30,statutory,Framework-level evidence for logs documentation monitoring and life	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FE109A95E99DC7E5	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-procurement-gap/results/boost/public-ai-procurement-gap-source-map/source-ledger-canonical-divergence-audit-v0.1.json	83	sha256:dcc72015a5f477169c631142300ba4c3231ec677a7309fb139080d796019f547	"source_name: ""City of Helsinki AI Register governance pages and sitemap"""	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FE2B937A4C8D78ED	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/program/08-observability-index/OBSERVABILITY_LANE_FINDINGS_DIGEST.md	106	sha256:47cfb6a7887d054cb708db1c83ffd270e90ec2b0d59501908d57aae36f008da9	This batch is dominated by thin public AI-observability visibility. Most jurisdictions show at least some enabling substrate - data protection authority, digital government, telecom/cyber authority, eID/e-signature/trust-services leads, or EU/EEA alignment con	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FE2F59CD01581E11	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv	1747	sha256:a21012216014754b13f5ac9303f3082c341881793d2586476b115187d4e26450	pallas-readiness-sprint-2,XK,Kosovo,I10,E-Prokurimi,E-Procurement Platform / Republic of Kosovo,https://e-prokurimi.rks-gov.net/Home/,2026-05-30,official e-procurement portal,Adjacent evidence infrastructure through procurement workflow records; not an AI evid	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FE54E43A474B54FA	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_CONFIDENCE_CHANGES.csv	494	sha256:74a0e4f3bcdbfc9c070f90b5d6a6866bab9197b40845577ebeb6ee4cd6965e1d	"6,NC,New Caledonia,I05,,0,L,0,M,,TRUE,,""Official open-data, legal/JONC and government pages checked; no public algorithm register or automated-decision transparency register located. Confidence improves for negative public evidence only."",,,,,,,,nc-source-hard"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FE5606366C85F83C	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI procurement	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	1013	sha256:61467e481c0f53b7787bb89c1f7489e0f21df9e5f696325bb2099c249d8adf74	10,KW,Kuwait,I08,,1,M,1,M,,true,,CAPT portal remains challenge-gated to static access and no AI procurement governance was found. Azure MACC procedure remains adjacent cloud procurement evidence only.,,,,kw-source-hardening,none	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FE5EF1480A4A1828	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_WORLD_SOURCE_PACK.csv	1144	sha256:aac761f0b26947e4e701dcf14b7f6f94266486d36cc86a41f1e707ed3aa76835	pallas-readiness-sprint-2,BY,Belarus,I10,Law On Personal Data Protection,National Legal Internet Portal of the Republic of Belarus (Pravo.by),https://pravo.by/document/?guid=3871&p0=H12100099,2026-05-30,statutory/legal portal,Data-governance baseline relevant	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FE632685DA9E80BB	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	identity-provenance	watermark	/srv/tyche/gaia/tyche-research-vault/submissions/agent-atlas-public-release-2026-06-01/03-zenodo-agent-atlas-artifact-v0.1/artifact/data/eu-agent-atlas-v0.1/snapshots/ibm.com-5887944faa1ab6e2.bin	2494	sha256:797f7847055f9e4111b766526bf56c131d6f3e87f5d93bcacf92be9c61d897f9	"<div data-cmp-aspectratio=""16x9"" data-cmp-hook-image=""imageV3IBM"" slot=""image"" data-cmp-is=""image"" data-cmp-widths=""320,384,512,640,768,960,1024,1152,1280,1536,1584"" data-cmp-dmimage data-cmp-src=""https://assets.ibm.com/is/image/ibm/governed-catalog-watsonx-or"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FE7346D407FAFB36	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_3_SOURCE_REFRESH.csv	148	sha256:74cb0b8bc8f452a81a32e8441bb363d3fd3d0e379587da99458511494ecb7e1c	"GH,Ghana,I05,Negative search for public algorithm register,Targeted public web search across Ghana official/public surfaces,https://www.ghana.gov.gh/,2026-05-31,negative_public_search,negative_evidence,M,""Searches for Ghana algorithm register, automated decisi"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FE7C22A39B843F88	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/results/hypothesis-lab/pallas-confidence-burden-typology-v0.1.json	1422	sha256:27ecaf459f028b2ca503acb6e16b10a49d25d0227e81b20b82a94926314f9b9f	"summary: ""Bhutan shows strong digital identity/NDI and cyber/open-data foundations, an official 2025 AI strategy, GovTech AI/data capacity, and an operational fintech sandbox, but first-pass public evidence is weak for AI law, AI-specific sandboxing, algorit"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FE8FFB8762091F9F	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_5_SOURCE_PACK.csv	193	sha256:3bd647607a4a9f4633d1e88133e7b4f31d3679546af16ef04b238d7964926876	IO,British Indian Ocean Territory,I05,BIOT Administration,BIOT Administration,https://biot.gov.io/,2026-05-30,official_territory_portal,negative check / gap evidence,L,Government and open-data portals were treated as transparency anchors; no public algorithm r	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FEB4AD85DC909334	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_11_SOURCE_REFRESH.csv	327	sha256:18cb50d106e0dea1bd454d4638f665145abe93f2cc4f1884e0a9625ac48531d5	"TM,Turkmenistan,I10,UNDP and EU held an Istanbul workshop on AI for public administration,Ministry of Communications of Turkmenistan,https://mincom.gov.tm/en/news/15376/,2026-05-31,official ministry news,weak AI governance capacity context,M,""Workshop article"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FEB4C08DDD06B7E5	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/zenodo/public-ai-registry-observatory-initial-corpus-20260608/data/registry-deployed-record-accession-all-20260607.csv	1435	sha256:147d890295e98cf6e9ee4c2e32c428c9775166350130d67ec21e0ed2d68c8998	ALL-CA-AI-REG-0020,CA-AI-REG,Government of Canada AI Register,Canada,2526-CSPS-EFPC-011,Napkin,https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b,In production,deployed_or_production_or_in_use,yes,official Canada AI Register CSV row wi	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FEB6049F0C1EFF86	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-014/deployed-gap-map-field-coding-template-v0.1.csv	27	sha256:89d43d68dcbda59037c4ed513542ff3ac2511713a1c2486e3c1d20cab66ff688	PH1-026,NL-ALG-REG,1,fixed_quota_first_n_by_record_candidate_id,ALL-NL-ALG-REG-0033,NL-ALG-REG,Algorithm Register of the Dutch government,Netherlands,NL-ALG-11136893,Actonomy AI Matching System,https://algoritmes.overheid.nl/en/algoritme/11136893,In use,deploy	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FEBA5C7D28C1E10A	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-registry/results/submission-preprint-packages/public-ai-registry-preprint-package-20260607T020930Z/tables/stratified-record-review-frame-20260608.csv	7	sha256:8a3ab7dec468a74a86762946e1eb177359a3d525c1fdbeebce1b240956d5fa58	SRF-20260608-006,ALL-NL-ALG-REG-0508,NL-ALG-REG,Algorithm Register of the Dutch government,active_register,Netherlands,NL-ALG-28389965,CiVision Society,https://algoritmes.overheid.nl/en/algoritme/28389965,In use,mixed public administration,current/in-use signa	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FEC12853B5145AC0	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/projects/public-ai-procurement-gap/data/pilot/register-records-v0.1.csv	7	sha256:3a292155f38b087bfd9b2b01b769217e3a2386746251f7300031a0ce9270b81c	alg-nld-67349731,Dutch Algorithm Register API/detail page,https://algoritmes.overheid.nl/en/algoritme/gm0363/67349731/struck,2026-06-05T18:30:17Z,Official public Dutch government algorithm register; metadata-only capture; page/API terms not fully assessed.,NLD	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FED1540FA979E031	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/gaia/tyche-research-vault/submissions/agent-atlas-public-release-2026-06-01/03-zenodo-agent-atlas-artifact-v0.1/artifact/data/eu-agent-atlas-v0.1/exports/eu-agent-atlas-facts-v0.1.csv	24	sha256:87cd925a0371a04811f4d7782c8a37fedb09da6f83f5e85f11acd8786947afb2	"limburg-govchat-laica-register-description-20260531,limburg-govchat-laica,GovChat-NL / LAICA,description,""The Dutch Algorithm Register describes GovChat-NL/LAICA as an in-use open-source AI chat assistant and app launcher for Limburg civil servants, with emplo"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FEDB26CE70A54E44	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_15_SOURCE_REFRESH.csv	159	sha256:f963726dd9a73d0ed2e2f04e08f765bb9137ba67adb1bff4a7e4b91e928865aa	LK,Sri Lanka,I09,The 8 Principles of Open Government Data,Government of Sri Lanka open data portal,https://data.gov.lk/8-principles-open-government-data,2026-05-31,official open-data guidance page,open data principles,H,Official page reachable and titled 8 Pri	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FF09ECC1D7BF19E5	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	legal-research	retraction	/srv/tyche/gaia/tyche-research-vault/notes/zeus-lane-harvest-2026-05-22/nekropolis/paper/draft.md.bundle/sources/evaluation-task-spec-20260520T180233Z-20260522T154017Z.md	9	sha256:cf111c2c1bfd9e312d36639fbea7774b6af54ec51ae4128fbad22414720c09ca	This specification defines candidate tasks for governance-evidence extraction systems using the current mutable Nekropolis working corpus and its source-family guardrails. Tasks are stratified by evidence type because the corpus intentionally mixes reason-rich	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FF2B0ED9FB263C6D	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_OBSERVABILITY_LANE_FINDINGS_DIGEST.md	312	sha256:ab408a3c5f1fd66df36cd1ebedee3c134f41e041d42e13798343d1972ba00946	This batch is useful for calibrating the bottom end of the PALLAS observability scale. Most evidence is substrate-adjacent rather than AI-specific: government portals, telecom regulators, laws portals, digital-government announcements, cybersecurity/cybercrime	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FF303EA957839F71	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_REVIEW_QUEUE.csv	710	sha256:9b7e37d8025e237a2b3d006977450a7b549101255ef8cb63c5c2b89dde85a55a	"7,BM,Bermuda,I05,,1,L,0,M,,true,,""PATI is general access-to-information infrastructure, not a public algorithm/automated-decision register. Government portal searches for algorithm register and automated decision returned no visible static results. Candidate d"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FF31B02DAFC105BE	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-014/deployed-gap-map-field-coding-template-v0.1.csv	6	sha256:2b651aa977f77a1669c955e5877e639f5a2cb35232523c5e2410fa1a146d7b52	PH1-005,CA-AI-REG,3,fixed_quota_first_n_by_record_candidate_id,ALL-CA-AI-REG-0034,CA-AI-REG,Government of Canada AI Register,Canada,2526-CATSA-ACSTA-001,Sharepoint Chatbots,https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b,In producti	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FF3C76F67B202067	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_7_SOURCE_REFRESH.csv	228	sha256:b01033d57db90cdee7106065fd7c98b058cca495e6dc20df0f24136d4ed74c11	"SO,Somalia,I03,National Communications Authority regulations and consultations,National Communications Authority,https://nca.gov.so/,2026-05-31,official_communications_regulator,negative_search_context,L,""NCA provides regulations and consultations context, but"	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FF4715142C113ABD	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-candidates-20260607.csv	105	sha256:88cf60d1cfb6d6b7b7a24cfe95e792fa8a382fc3948e494293d32bd47fd97c86	DEP-CA-AI-REG-036,CA-AI-REG,Government of Canada AI Register,Canada,2526-CATSA-ACSTA-006,Microsoft Copilot for Microsoft Power BI,https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b,In production,deployed_or_production,yes,official CSV	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FF5F8E5293627E1E	first_pass_reviewed	hold_needs_direct_source	needs_source_resolution	candidate is potentially relevant but does not yet expose a direct reviewable source in local metadata	must resolve direct public source before promotion	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	regulatory sandbox	/srv/tyche/gaia/tyche-research-vault/notes/estonia-ai-act-sandbox-gap-2026-05-20.md	88	sha256:9db88786bfa80d5b6903154693621fe9781296d0e6e6d04fc0107801ca547a18	> **Row 6 — Regulatory sandboxes (Article 57) as an evidence-flow boundary.** Article 57 of the AI Act obliges each member state to operate, or to participate jointly in, at least one AI regulatory sandbox by 2 August 2026. Sandboxes are a governance instrumen	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FF66531FBC5161D1	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	automated decision	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_1_SOURCE_REFRESH.csv	128	sha256:e82bc1ceed692f71a50a8181d04017afcb8d243630d3c9804a37d0bb0cc77971	KY,Cayman Islands,I10,Data Protection Act automated decision and breach provisions,Cayman Islands Legislation,https://legislation.gov.ky/cms/images/LEGISLATION/PRINCIPAL/2017/2017-0033/2017-0033_2021%20Revision.pdf,2026-05-30,statute,positive_lifecycle_horizon	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FF6897C6F78B62CC	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/data/registry-deployed-record-accession-all-20260607.csv	1464	sha256:0cf604155e0799569ffb93ea6ec3d31095aba29516090f452cbd4799ddb15ebb	ALL-CA-AI-REG-0049,CA-AI-REG,Government of Canada AI Register,Canada,2526-FCAC-ACFC-002,Copilot in Azure,https://open.canada.ca/data/en/dataset/fcbc0200-79ba-4fa4-94a6-00e32facea6b,In production,deployed_or_production_or_in_use,yes,official Canada AI Register	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FF763932F246148F	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	algorithm register	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_SECOND_PASS_SPRINT_12_SOURCE_REFRESH.csv	335	sha256:84fbec0b441b440eeef6e449249ba753840effcf460b49173fc55ce8368bf107	US,United States,I05,2024 Federal Agency AI Use Case Inventory,Office of Management and Budget eGov / GitHub,https://github.com/ombegov/2024-Federal-AI-Use-Case-Inventory,2026-05-31,official_public_repository,Replace weak portal-only evidence with a public con	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FF84E38049D99A8F	first_pass_reviewed	promote_to_source_review	direct_surface_candidate	candidate points directly to a public or official-looking source surface	direct source review may inspect source posture only; no prevalence, legality, safety, or compliance claim	open direct source review packet	2026-06-14T08:35:44Z	P1_official_or_regulator_review	legal-research	AI evidence	/srv/tyche/pallas/pallas-ai-agent-observatory/reports/PALLAS_READINESS_SPRINT_4_SOURCE_PACK.csv	707	sha256:ec9aef6312cee3906a977b14b6af0a0b666b1a538f71e289f72ce64efa751453	TL,Timor-Leste,I10,Ministry of Finance,Ministry of Finance,https://www.mof.gov.tl/,2026-05-30,official_finance_procurement_source,negative check / gap evidence,L,No AI evidence lifecycle controls were found.	needs direct source, source-pack resolution, or translation-aware review before example promotion
LIMEN-SIGNAL-FFAC9F3135D23DD2	first_pass_reviewed	hold_needs_direct_source	source_pack_proxy_candidate	candidate is a source-pack/proxy row that appears to name an underlying public source	must resolve the underlying source before any reviewed example or paper claim	resolve underlying direct public source before review	2026-06-14T08:35:44Z	P1_official_or_regulator_review	public-sector	AI register	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-022/batch-evidence-depth-gate-board-v0.1.csv	2	sha256:5eb3d68e89ea28594e38629428eb05cb654dff01d3a0061af6f9c7d3fc028f8c	CA-AI-REG,Government of Canada AI Register,Canada,active_register,single_register_family,10,structured_register_dataset_row,high,metadata_only_comparator_not_field_complete,0,0,Canada selection is driven by structured dataset rows with shared dataset URL; evid	needs direct source, source-pack resolution, or translation-aware review before example promotion
